EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,DATETIME,TIME,LATITUDE,LONGITUDE,DEPTH,CTDRAW,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FCO2,FCO2_FLAG_W,FCO2TMP,PH_TOT,PH_TOT_FLAG_W,PH_TMP,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W,THETA,REFTMP,REFTMP_FLAG_W
33RO20100308, A13.5,1,1,24,11714,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,5.6,5.6,2.3373,33.7458,2,33.7449,2,329.1,2,328.6,2,24.03,2,23.23,2,0.28,2,1.55,2,5.626,2,3.012,2,2.344,2,7.087,3,2149.7,6,2282.5,2,752.2,2,20,7.7264,2,25,45.03,2,26.33,2,,1,,1,,9,-91.2,2,2.5,1.58,2,2.337,2.3364,2
33RO20100308, A13.5,1,1,23,11713,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,30,30,2.3393,33.7456,2,,9,330.2,2,329.2,2,23.64,2,23.04,2,0.33,2,1.56,2,5.616,6,3.007,6,2.479,6,7.224,3,2151,2,2280.2,2,754.3,2,20,7.726,2,25,43.28,2,26.42,2,,1,,1,,9,-88.4,2,2.5,1.53,2,2.3377,2.3387,2
33RO20100308, A13.5,1,1,22,11712,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,59.6,59.6,2.3249,33.746,2,33.747,2,328.9,2,329.3,6,23.88,2,23.12,2,0.33,2,1.56,2,5.635,2,3.019,2,2.506,2,7.345,3,2148.5,2,2280.6,2,777.2,2,20,7.7261,2,25,42.24,2,25.81,2,,1,,1,,9,-90,2,2.6,1.56,2,2.3217,2.3248,2
33RO20100308, A13.5,1,1,21,11010,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,99.7,99.7,0.8735,33.8568,2,,9,313.2,2,318.3,2,-9,9,-9,9,-9,9,-9,9,5.668,2,3,2,2.535,2,7.068,3,2176.1,2,2286,2,877.6,2,20,7.6681,2,25,40.99,2,30.41,2,,1,,1,,9,-92.1,2,2.5,1.26,2,0.8693,0.8767,3
33RO20100308, A13.5,1,1,20,11715,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,150.1,150.1,0.2458,34.1994,2,34.2104,2,256.8,2,256.3,2,66.18,2,32.34,2,0.06,2,2.28,2,3.926,2,2.052,2,1.5,2,4.742,3,2219.9,2,2305.3,2,1131.2,2,20,7.583,2,25,40.43,2,34.39,2,,1,,1,,9,-115,2,2.8,0.75,2,0.2401,0.2479,2
33RO20100308, A13.5,1,1,19,11007,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,200.3,200.3,1.0544,34.4228,2,34.4213,2,211.7,2,209.9,2,78.31,2,33.95,2,0.06,2,2.39,2,2.389,2,1.229,2,0.731,2,2.803,3,2244.8,2,2320.5,2,1216,2,20,7.5539,2,25,39.94,2,35.64,2,,1,,1,,9,-132,2,2.6,0.5,2,1.0453,1.0537,2
33RO20100308, A13.5,1,1,18,11710,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,251.4,251.4,1.4835,34.5449,2,34.5423,2,188.5,2,187.4,2,85.24,2,34.38,2,0.05,2,2.42,2,1.428,2,0.732,2,0.456,2,1.677,3,2255.9,2,2329.8,2,1238,2,20,7.547,2,25,39.06,2,36.03,2,,1,,1,,9,-141.2,2,2.6,0.46,2,1.471,1.485,2
33RO20100308, A13.5,1,1,17,11023,3,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,299.3,299.3,1.6204,34.5982,2,34.5947,2,182.5,2,,9,-9,9,-9,9,-9,9,-9,9,,9,,9,,9,,9,,9,,9,,9,,7.5615,4,25,,9,,9,,9,,9,,9,,9,,,9,1.6051,1.6187,2
33RO20100308, A13.5,1,1,16,11709,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,399.8,399.8,1.6726,34.64,2,34.6393,2,181.2,2,180.1,2,90.22,2,33.66,2,0.05,2,2.37,2,0.79,2,0.395,2,0.207,2,0.964,3,2259.7,2,2338.9,2,1189.9,2,20,7.5605,2,25,38.59,2,35.78,2,,1,,1,,9,-150.2,2,2.5,0.39,2,1.6516,1.6717,2
33RO20100308, A13.5,1,1,15,11006,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,500.5,500.5,1.6447,34.6776,2,34.677,2,183.9,2,183.6,2,92.75,2,32.9,2,0.05,2,2.31,2,0.595,2,0.3,2,0.152,2,0.752,3,2257.8,2,2342.3,2,1154.7,2,20,7.5751,2,25,38.7,2,34.71,2,,1,,1,,9,-155.2,2,2.8,0.47,2,1.618,1.6446,2
33RO20100308, A13.5,1,1,14,11708,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,600.9,600.9,1.5734,34.7008,2,34.7007,2,187.8,2,188.7,2,94.7,2,32.18,2,0.04,2,2.27,2,0.477,2,0.239,2,0.129,2,0.619,3,2255,2,2347.1,2,1109,2,20,7.5896,2,25,38.52,2,33.96,2,,1,,1,,9,-155.6,2,2.7,0.52,2,1.5412,1.5731,2
33RO20100308, A13.5,1,1,13,11031,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,701.5,701.5,1.4968,34.7077,2,34.7076,2,191.1,2,203,4,96.84,2,32.1,2,0.04,2,2.26,2,0.451,2,0.228,2,0.212,2,0.586,3,2255.3,2,2349.9,2,1106.9,2,20,7.5931,2,25,39.16,2,33.62,2,,1,,1,,9,-151.5,2,2.4,0.48,2,1.459,1.4963,2
33RO20100308, A13.5,1,1,12,11027,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,798.3,798.3,1.4096,34.7143,2,34.7133,2,195,2,194.5,2,98.79,2,31.77,2,0.04,2,2.23,2,0.407,2,0.207,2,0.22,2,0.536,3,2255.3,2,2350.7,2,1082.5,2,20,7.5989,2,25,39.13,2,33.38,2,,1,,1,,9,-152.3,2,2.4,0.49,2,1.3665,1.4088,2
33RO20100308, A13.5,1,1,11,11707,3,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,900.3,900.3,1.2975,34.714,2,34.7097,3,197.2,2,,9,-9,9,-9,9,-9,9,-9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,9,,9,,9,,9,,9,,,9,1.2489,1.2973,2
33RO20100308, A13.5,1,1,10,11003,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,1000.7,1000.7,1.1623,34.713,2,34.7135,2,199.2,2,199.1,2,105.17,2,31.82,2,0.04,2,2.23,2,0.382,2,0.19,2,0.116,2,0.509,3,2254.6,2,2354.4,2,1094.5,2,20,7.6027,2,25,39.26,2,33.78,2,,1,,1,,9,-158,2,2.6,0.51,2,1.1085,1.162,2
33RO20100308, A13.5,1,1,9,11706,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,1101.1,1101.1,1.063,34.711,2,,9,201.2,2,200.8,2,-9,9,-9,9,-9,9,-9,9,0.368,6,0.182,6,0.105,6,0.494,3,2255.7,2,2351.7,2,1086.2,2,20,7.6025,2,25,38.89,2,34.15,2,,9,,1,,9,-160,2,2.3,0.5,2,1.0038,1.0624,2
33RO20100308, A13.5,1,1,8,11033,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,1200,1200,0.9644,34.708,2,34.708,2,202,2,202.4,2,110.09,2,31.96,2,0.03,2,2.25,2,0.375,2,0.185,2,0.112,2,0.503,3,2257.6,2,2351.9,2,1082,2,20,7.6034,2,25,38.72,2,33.73,2,,1,,1,,9,-156.4,2,2.4,0.46,2,0.8998,0.964,2
33RO20100308, A13.5,1,1,7,11705,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,1299.3,1299.3,0.8663,34.7026,2,34.7029,2,202.9,2,203.4,2,112.79,2,32.12,2,0.03,2,2.26,2,0.41,2,0.201,2,0.096,2,0.541,3,2257.3,2,2354.4,2,1075.4,2,20,7.5997,2,25,39.2,2,34.06,2,,1,,1,,9,-155.4,2,2.6,0.46,2,0.7963,0.8667,2
33RO20100308, A13.5,1,1,6,11029,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,1500.1,1500.1,0.684,34.6961,2,34.6955,2,206.1,2,206.4,2,118.07,6,32.49,6,0.02,6,2.28,2,0.411,2,0.198,2,0.084,2,0.557,3,2258.2,2,2353.4,2,1093,2,20,7.5988,2,25,39.16,2,34.6,2,,1,,1,,9,-149.9,2,3.1,0.45,2,0.6029,0.6837,2
33RO20100308, A13.5,1,1,5,11704,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,1700.3,1700.3,0.5424,34.6903,2,34.6877,2,208,2,211.5,4,122.4,6,32.66,6,0.02,6,2.29,2,0.421,2,0.199,2,0.082,2,0.578,3,2260.4,2,2353.6,2,1085.1,2,20,7.5963,2,25,39.2,2,34.41,2,,1,,1,,9,-152.8,2,2.3,0.47,2,0.4495,0.5427,2
33RO20100308, A13.5,1,1,4,11030,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,1900.1,1900.1,0.4593,34.687,2,34.6871,2,209.3,2,209.2,2,125.81,6,32.82,6,0.01,6,2.3,2,0.416,2,0.198,2,0.084,2,0.595,3,2262.1,2,2352.2,2,1098.8,6,20,7.595,2,25,39.61,2,34.13,2,,1,,1,,9,-155.8,2,2.3,0.41,2,0.3536,0.4588,2
33RO20100308, A13.5,1,1,3,11703,3,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,2099.6,2099.6,0.4059,34.6845,2,34.6808,2,210.6,2,,9,-9,9,-9,9,-9,9,-9,9,,9,,9,,9,,9,2261.5,2,,9,,9,,,9,,38.51,2,35.17,2,,9,,9,,9,,9,,,9,0.2865,0.4054,2
33RO20100308, A13.5,1,1,2,11702,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,2300.8,2300.8,0.3886,34.6832,2,34.6851,2,211.6,2,211.3,2,130.98,6,32.95,6,0.01,6,2.31,2,0.419,6,0.197,6,0.109,2,0.611,3,2262.8,2,2354.8,2,1108.6,2,20,7.5944,2,25,39.03,2,34.59,2,,1,,1,,9,-154.5,2,2.5,0.46,2,0.2542,0.388,2
33RO20100308, A13.5,1,1,1,11701,2,20100314,2010-03-14 9:10,910,-54.0007,0.0002,2545,2544.2,2544.2,0.3944,34.6827,2,,9,211.6,2,210.5,6,133.63,2,33.02,2,0.03,2,2.32,2,0.426,2,0.2,2,0.121,2,0.6,3,2262,6,2346.6,2,1098.8,2,20,7.5925,2,25,39.3,2,35.29,2,,1,,1,,9,-157.1,2,2.8,0.53,2,0.2406,0.3943,2
33RO20100308, A13.5,2,1,24,11714,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,4.3,4.3,2.3434,33.7513,2,33.7513,2,328.9,2,328.5,2,25,2,23.17,2,0.28,2,1.58,2,5.618,2,3.013,2,2.403,2,7.07,3,2149.6,6,2284.4,2,777.7,2,20,7.7234,2,25,,9,,9,,9,,9,,9,,9,,,9,2.3432,2.3414,2
33RO20100308, A13.5,2,1,23,11713,3,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,44.6,44.6,2.3324,33.7524,2,,9,330.7,2,,9,25.15,2,23.25,2,0.28,2,1.58,2,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,9,,9,,9,,9,,9,,,9,2.33,2.3309,2
33RO20100308, A13.5,2,1,22,11712,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,81.6,81.6,2.2132,33.7634,2,33.7656,2,328.3,2,329.9,2,25.44,2,23.35,2,0.27,2,1.59,2,5.65,6,3.02,6,2.531,6,7.029,3,2151.4,2,2282.6,2,780.8,6,20,7.7205,2,25,,9,,9,,9,,9,,9,,9,,,9,2.2089,2.2127,2
33RO20100308, A13.5,2,1,21,11010,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,124.9,124.9,-0.0455,33.9939,2,33.9967,2,302.2,2,304.3,6,50.8,2,29.08,2,0.19,2,2.07,2,0,4,0.001,4,0.017,4,-0.003,4,2194.5,2,2293.2,2,993.2,2,20,7.6296,2,25,,9,,9,,9,,9,,9,,9,,,9,-0.0498,-0.0438,2
33RO20100308, A13.5,2,1,20,11715,4,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,176.1,176.1,0.5173,34.2762,4,33.9919,4,244.6,4,305.1,4,50.55,4,28.97,4,0.19,4,2.07,4,5.354,2,2.811,2,2.092,2,6.399,3,2191.8,4,2295.4,4,971,4,20,7.6303,2,25,,9,,9,,9,,9,,9,,9,,,9,0.5102,0.5041,2
33RO20100308, A13.5,2,1,19,11007,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,223.4,223.4,1.0703,34.4254,2,34.4238,2,208.6,2,208.8,2,78.66,2,34.04,2,0.01,2,2.38,2,2.339,2,1.196,2,0.801,2,2.669,3,2244.2,2,2320.8,2,1224.8,2,20,7.5518,2,25,,9,,9,,9,,9,,9,,9,,,9,1.0601,1.0661,2
33RO20100308, A13.5,2,1,18,11710,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,272.1,272.1,1.4738,34.5446,2,34.5429,2,188.4,2,187.4,2,85.58,2,34.51,2,0,2,2.42,2,1.44,2,0.729,2,0.458,2,1.687,3,2253.7,2,2330.5,2,1232.8,2,20,7.5465,2,25,,9,,9,,9,,9,,9,,9,,,9,1.4603,1.4722,2
33RO20100308, A13.5,2,1,17,11023,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,350.2,350.2,1.658,34.625,2,34.6236,2,180.8,2,183,2,90.18,6,34.18,6,0.01,6,2.39,6,0.881,2,0.438,2,0.229,2,1.059,3,2258.1,6,2339.1,2,1226.7,2,20,7.5557,2,25,,9,,9,,9,,9,,9,,9,,,9,1.6398,1.6572,2
33RO20100308, A13.5,2,1,16,11709,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,451,451,1.6626,34.6671,2,34.6657,2,183,2,181.6,2,92.5,2,33.41,2,0,2,2.33,2,0.65,2,0.321,2,0.073,2,0.801,3,2258.5,2,2339.6,2,1174.4,2,20,7.5697,2,25,,9,,9,,9,,9,,9,,9,,,9,1.6387,1.6623,2
33RO20100308, A13.5,2,1,15,11006,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,551.9,551.9,1.6018,34.6901,2,34.6877,2,186.2,2,186.2,2,94.63,2,32.88,2,0,2,2.28,2,0.531,2,0.266,2,0.126,2,0.67,3,2257.4,2,2343.9,2,1141.2,2,20,7.5815,2,25,,9,,9,,9,,9,,9,,9,,,9,1.5723,1.6009,2
33RO20100308, A13.5,2,1,14,11708,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,649.6,649.6,1.5305,34.7037,2,34.7019,2,189.8,2,189.8,2,96.37,2,32.44,2,0,2,2.26,2,0.464,2,0.231,2,0.046,2,0.593,3,2256.2,2,2347.8,2,1114,6,20,7.5895,2,25,,9,,9,,9,,9,,9,,9,,,9,1.4956,1.5301,2
33RO20100308, A13.5,2,1,13,11031,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,750.4,750.4,1.433,34.7106,2,34.7092,2,193,2,205.2,4,98.38,2,32.14,2,0,2,2.24,2,0.424,2,0.216,2,0.128,2,0.575,3,2256.3,2,1897.2,4,1091.9,2,20,7.5959,2,25,,9,,9,,9,,9,,9,,9,,,9,1.3926,1.4326,2
33RO20100308, A13.5,2,1,12,11027,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,850.7,850.7,1.2998,34.7119,2,34.7113,2,195.8,2,196.3,2,101.53,2,31.99,2,0,2,2.23,2,0.416,2,0.205,2,0.081,2,0.535,3,2255.4,2,2350.7,2,1090,2,20,7.6005,2,25,,9,,9,,9,,9,,9,,9,,,9,1.2542,1.2997,2
33RO20100308, A13.5,2,1,11,11707,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,951.6,951.6,1.1955,34.7099,2,34.7094,2,197.9,2,198.3,2,103.94,2,31.99,2,0,2,2.23,2,,5,,5,,5,,5,2254.5,2,2352.5,2,1079.4,2,20,7.6001,2,25,,9,,9,,9,,9,,9,,9,,,9,1.1445,1.1957,2
33RO20100308, A13.5,2,1,10,11003,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,1050.6,1050.6,1.0749,34.7071,2,34.7067,2,199.6,2,200.4,2,106.98,6,32.11,6,0,6,2.23,6,0.424,2,0.208,2,0.143,2,0.541,3,2255,2,,5,1095.9,2,20,7.6007,2,25,,9,,9,,9,,9,,9,,9,,,9,1.0188,1.075,2
33RO20100308, A13.5,2,1,9,11706,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,1150.5,1150.5,0.9425,34.7026,2,34.7027,2,201.7,2,202.4,2,110.37,2,32.29,2,0,2,2.25,2,0.452,2,0.246,2,0.49,4,0.618,3,2256.7,2,2352.5,2,1088.8,2,20,7.6002,2,25,,9,,9,,9,,9,,9,,9,,,9,0.8813,0.9426,2
33RO20100308, A13.5,2,1,8,11033,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,1251,1251,0.848,34.6993,2,34.699,2,203.1,2,203.7,2,112.46,6,32.36,6,0,6,2.26,6,0.456,2,0.224,2,0,2,0.627,3,2255.4,2,2351.2,2,1094.4,2,20,7.5997,2,25,,9,,9,,9,,9,,9,,9,,,9,0.7813,0.8475,2
33RO20100308, A13.5,2,1,7,11705,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,1401.4,1401.4,0.7541,34.6962,2,34.6981,2,205.6,2,205.1,2,114.97,2,32.46,2,0,2,2.26,2,0.464,2,0.226,2,0.067,2,0.596,3,2256.4,2,2354.6,2,1057.5,3,20,7.599,2,25,,9,,9,,9,,9,,9,,9,,,9,0.6787,0.7536,2
33RO20100308, A13.5,2,1,6,11029,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,1600.3,1600.3,0.6149,34.6917,2,34.6911,2,206.8,2,207.7,2,118.89,2,32.73,2,0,2,2.28,2,0.449,2,0.223,2,0.073,2,0.618,3,2258.1,2,2354.4,2,1101.8,2,20,7.5967,2,25,,9,,9,,9,,9,,9,,9,,,9,0.5279,0.6151,2
33RO20100308, A13.5,2,1,5,11704,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,1805.2,1805.2,0.5034,34.6882,2,34.6892,2,209.3,2,209.3,2,123.14,6,32.82,6,0,6,2.29,6,0.437,6,0.207,6,0.027,6,0.596,3,2259.6,2,2355.5,2,1088.4,2,20,,5,,,9,,9,,9,,9,,9,,9,,,9,0.4038,0.5041,2
33RO20100308, A13.5,2,1,4,11030,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,2000.6,2000.6,0.439,34.6857,2,34.688,2,210.7,2,209.2,6,124.02,6,32.91,6,0,6,2.3,6,0.434,2,0.209,2,0.089,2,0.604,3,2258.9,2,2355.8,2,1098.9,2,20,7.5966,2,25,,9,,9,,9,,9,,9,,9,,,9,0.3263,0.4388,2
33RO20100308, A13.5,2,1,3,11703,3,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,2200.1,2200.1,0.3975,34.6837,2,34.6833,2,211.4,2,,9,-9,9,-9,9,-9,9,-9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,9,,9,,9,,9,,9,,,9,0.2707,0.3969,2
33RO20100308, A13.5,2,1,2,11702,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,2400.8,2400.8,0.3791,34.6824,2,34.6837,2,213,2,212,2,130.98,6,33.04,6,0,6,2.3,6,0.433,2,0.203,2,0.066,2,0.605,3,2260.5,2,2354.7,2,1105.8,6,20,7.5956,2,25,,9,,9,,9,,9,,9,,9,,,9,0.2371,0.3784,2
33RO20100308, A13.5,2,1,1,11701,2,20100314,2010-03-14 15:33,1533,-53.5,0.0695,2538,2556.4,2556.4,0.3799,34.682,2,34.6823,2,211.7,2,210.6,2,134.61,2,33.06,2,0.01,2,2.3,2,0.426,2,0.205,2,0,2,0.621,3,2262.3,6,2355.2,2,1098,2,20,7.5941,2,25,,9,,9,,9,,9,,9,,9,,,9,0.2254,0.3792,2
33RO20100308, A13.5,3,1,23,11713,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,30.6,30.6,2.5066,33.7345,2,33.7343,2,330.8,2,330.6,2,17.44,2,22.48,2,0.23,2,1.52,2,5.62,6,3.006,6,2.602,6,7.184,3,2141.8,6,2284.2,2,746.5,2,20,7.74,2,25,46.64,2,24.09,2,,9,,9,,9,,9,,,9,2.5049,2.5062,2
33RO20100308, A13.5,3,1,22,11712,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,59.9,59.9,2.4829,33.7376,2,33.7403,2,331.2,2,330.9,2,17.88,2,22.51,2,0.29,2,1.5,2,5.63,2,3.014,2,2.598,2,7.163,3,2143.5,2,2279.1,2,748.4,2,20,7.7384,2,25,41.95,2,25.44,2,,9,,9,,9,,9,,,9,2.4796,2.4818,2
33RO20100308, A13.5,3,1,21,11010,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,101.2,101.2,0.767,33.8634,2,33.8545,2,313.2,2,318.3,2,35.42,2,26.96,2,0.18,2,1.99,2,5.703,2,3.017,2,2.423,2,7.036,3,2173.7,2,2283.8,2,,9,,7.6638,2,25,41.02,2,31.02,2,,9,,9,,9,,9,,,9,0.7628,0.7504,3
33RO20100308, A13.5,3,1,20,11715,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,150.5,150.5,0.8671,34.236,2,34.2348,2,240.4,2,238.9,6,63.55,2,33.22,2,0.04,2,2.36,2,3.362,2,1.716,2,1.24,2,3.947,3,2225.3,2,2305.3,2,1159,2,20,7.5688,2,25,40.39,2,35.47,2,,9,,9,,9,,9,,,9,0.8606,0.863,2
33RO20100308, A13.5,3,1,19,11007,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,200.9,200.9,1.4266,34.4275,2,34.4282,2,200.1,2,197.9,2,75.34,2,34.8,2,0.04,2,2.42,2,2.115,2,1.075,2,0.744,2,2.48,3,2246.5,2,2314,2,,9,,7.5416,2,25,39.96,2,38.05,2,,9,,9,,9,,9,,,9,1.4169,1.4215,2
33RO20100308, A13.5,3,1,18,11710,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,250.2,250.2,1.737,34.5322,2,34.5321,2,182.4,2,180.5,2,81.31,2,34.91,2,0.03,2,2.44,2,1.311,2,0.663,2,0.376,2,1.6,3,2254.9,2,2326.8,2,1271.5,2,20,7.5379,2,25,39.79,2,38.28,2,,9,,9,,9,,9,,,9,1.7241,1.7363,2
33RO20100308, A13.5,3,1,17,11023,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,301.6,301.6,1.8444,34.58,2,34.5796,2,176.2,2,175.4,2,84.09,2,34.59,2,0.03,2,2.41,2,0.967,2,0.489,2,0.221,2,1.226,3,2256.9,2,2031.9,4,,9,,7.5429,2,25,39.1,2,37.58,2,,9,,9,,9,,9,,,9,1.8284,1.844,2
33RO20100308, A13.5,3,1,16,11709,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,400.2,400.2,1.8414,34.6359,2,34.6357,2,176.8,2,176.3,2,87.67,2,33.84,2,0.03,2,2.35,2,0.694,2,0.35,2,0.235,2,0.906,3,2258.5,6,2338.8,2,1205.1,2,20,7.5571,2,25,38.62,2,36.41,2,,9,,9,,9,,9,,,9,1.8198,1.8402,2
33RO20100308, A13.5,3,1,15,11006,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,500.4,500.4,1.8419,34.6769,2,34.6769,2,180.4,2,179.6,2,89.5,2,32.93,2,0.03,2,2.3,2,0.492,2,0.248,2,0.119,2,0.676,3,2256.4,2,2343.6,2,,9,,7.5738,2,25,38.72,2,34.87,2,,9,,9,,9,,9,,,9,1.8144,1.8418,2
33RO20100308, A13.5,3,1,14,11708,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,602.7,602.7,1.8344,34.7069,2,34.7073,2,185.2,2,185.2,2,89.65,2,31.91,2,0.02,2,2.22,2,0.358,2,0.18,2,0.077,2,0.513,3,2253.5,2,2348.1,2,1110.7,2,20,7.5911,2,25,38.83,2,34.36,2,,9,,9,,9,,9,,,9,1.8008,1.8337,2
33RO20100308, A13.5,3,1,13,11031,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,698.1,698.1,1.7439,34.7155,2,34.7154,2,188.6,2,188.5,2,91.5,2,31.8,2,0.03,2,2.21,2,0.336,2,0.168,2,0.094,2,0.488,3,2253.3,2,2347,2,,9,,7.5961,2,25,38.61,2,33.01,2,,9,,9,,9,,9,,,9,1.7049,1.743,2
33RO20100308, A13.5,3,1,12,11027,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,802.7,802.7,1.613,34.7196,2,34.7213,2,192.3,4,213.4,4,94.35,2,31.62,2,0.02,2,2.19,2,0.349,2,0.178,2,0,2,0.498,3,2252.4,2,2350.3,2,,9,,7.5995,2,25,38.48,2,33.43,2,,9,,9,,9,,9,,,9,1.5683,1.6127,2
33RO20100308, A13.5,3,1,11,11707,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,900.9,900.9,1.553,34.725,2,34.7251,2,194.9,2,194.6,2,95.64,2,31.46,2,0.03,2,2.18,2,0.319,2,0.161,2,0,2,0.465,3,2251.3,2,2348.1,2,1081.5,2,20,7.605,2,25,38.65,2,33.21,2,,9,,9,,9,,9,,,9,1.5025,1.5525,2
33RO20100308, A13.5,3,1,10,11003,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,1001.9,1001.9,1.4847,34.7315,2,34.7318,2,197.7,2,198,2,96.86,2,31.08,2,0.01,2,2.15,2,0.271,2,0.137,2,0.099,2,0.404,3,2250.5,2,2349.3,2,,9,,7.6111,2,25,38.88,2,32.9,2,,9,,9,,9,,9,,,9,1.4283,1.484,2
33RO20100308, A13.5,3,1,9,11706,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,1100.3,1100.3,1.3605,34.726,2,34.7262,2,199.2,2,198.5,2,100.43,2,31.45,2,0.02,2,2.18,2,0.289,2,0.147,2,0,2,0.427,3,2252.4,2,2352.9,2,1067.2,2,20,7.6082,2,25,38.45,2,33.46,2,,9,,9,,9,,9,,,9,1.2987,1.3599,2
33RO20100308, A13.5,3,1,8,11033,2,20100314,2010-03-14 21:22,2122,-52.9995,0.1452,2548,1201.6,1201.6,1.2748,34.7234,2,34.7247,2,200.3,2,200.1,2,102.84,2,31.45,2,0.02,2,2.18,2,0.281,2,0.14,2,0,2,0.415,3,2253.2,2,2355.6,2,,9,,7.6087,2,25,39.07,2,33.42,2,,9,,9,,9,,9,,,9,1.2071,1.2743,2
